BioSample	Experiment	InsertSize	MBases	MBytes	Run	SRA_Sample	Sample_Name	description	sample_name	sample_title	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	biomaterial_provider	bioproject_id	cell_line	cell_type	dev_stage	disease	sex	tissue_type
SAMD00066387	DRX070378	657	276	191	DRR076534	DRS035148	DRS035148	Sample ID: CAGE_6_A08, Run: 1772-123-074, Well: A08, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_A08	CAGE_6_A08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066388	DRX070379	657	252	174	DRR076535	DRS035149	DRS035149	Sample ID: CAGE_6_A09, Run: 1772-123-074, Well: A09, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_A09	CAGE_6_A09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066389	DRX070380	657	219	151	DRR076536	DRS035150	DRS035150	Sample ID: CAGE_6_A10, Run: 1772-123-074, Well: A10, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_A10	CAGE_6_A10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066390	DRX070381	657	228	157	DRR076537	DRS035151	DRS035151	Sample ID: CAGE_6_A11, Run: 1772-123-074, Well: A11, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_A11	CAGE_6_A11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066391	DRX070382	657	292	200	DRR076538	DRS035152	DRS035152	Sample ID: CAGE_6_A12, Run: 1772-123-074, Well: A12, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_A12	CAGE_6_A12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066392	DRX070383	657	230	158	DRR076539	DRS035153	DRS035153	Sample ID: CAGE_6_B01, Run: 1772-123-074, Well: B01, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_B01	CAGE_6_B01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066393	DRX070384	657	264	182	DRR076540	DRS035154	DRS035154	Sample ID: CAGE_6_B02, Run: 1772-123-074, Well: B02, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_B02	CAGE_6_B02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066394	DRX070385	657	168	115	DRR076541	DRS035155	DRS035155	Sample ID: CAGE_6_B03, Run: 1772-123-074, Well: B03, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_B03	CAGE_6_B03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066395	DRX070386	657	293	202	DRR076542	DRS035156	DRS035156	Sample ID: CAGE_6_B04, Run: 1772-123-074, Well: B04, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_B04	CAGE_6_B04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066396	DRX070387	657	265	182	DRR076543	DRS035157	DRS035157	Sample ID: CAGE_6_B05, Run: 1772-123-074, Well: B05, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_B05	CAGE_6_B05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066397	DRX070388	657	328	225	DRR076544	DRS035158	DRS035158	Sample ID: CAGE_6_B06, Run: 1772-123-074, Well: B06, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_B06	CAGE_6_B06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066398	DRX070389	657	268	184	DRR076545	DRS035159	DRS035159	Sample ID: CAGE_6_B07, Run: 1772-123-074, Well: B07, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_B07	CAGE_6_B07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066399	DRX070390	657	267	184	DRR076546	DRS035160	DRS035160	Sample ID: CAGE_6_B08, Run: 1772-123-074, Well: B08, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_B08	CAGE_6_B08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066400	DRX070391	657	260	178	DRR076547	DRS035161	DRS035161	Sample ID: CAGE_6_B09, Run: 1772-123-074, Well: B09, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_B09	CAGE_6_B09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066401	DRX070392	657	188	129	DRR076548	DRS035162	DRS035162	Sample ID: CAGE_6_B10, Run: 1772-123-074, Well: B10, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_B10	CAGE_6_B10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066402	DRX070393	657	301	206	DRR076549	DRS035163	DRS035163	Sample ID: CAGE_6_B11, Run: 1772-123-074, Well: B11, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_B11	CAGE_6_B11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066403	DRX070394	657	292	200	DRR076550	DRS035164	DRS035164	Sample ID: CAGE_6_B12, Run: 1772-123-074, Well: B12, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_B12	CAGE_6_B12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066404	DRX070395	657	189	131	DRR076551	DRS035165	DRS035165	Sample ID: CAGE_6_C01, Run: 1772-123-074, Well: C01, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_C01	CAGE_6_C01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066405	DRX070396	657	226	156	DRR076552	DRS035166	DRS035166	Sample ID: CAGE_6_C02, Run: 1772-123-074, Well: C02, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_C02	CAGE_6_C02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066406	DRX070397	657	183	126	DRR076553	DRS035167	DRS035167	Sample ID: CAGE_6_C03, Run: 1772-123-074, Well: C03, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_C03	CAGE_6_C03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066407	DRX070398	657	249	173	DRR076554	DRS035168	DRS035168	Sample ID: CAGE_6_C04, Run: 1772-123-074, Well: C04, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_C04	CAGE_6_C04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066408	DRX070399	657	296	205	DRR076555	DRS035169	DRS035169	Sample ID: CAGE_6_C05, Run: 1772-123-074, Well: C05, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_C05	CAGE_6_C05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066409	DRX070400	657	278	192	DRR076556	DRS035170	DRS035170	Sample ID: CAGE_6_C06, Run: 1772-123-074, Well: C06, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_C06	CAGE_6_C06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066410	DRX070401	657	194	134	DRR076557	DRS035171	DRS035171	Sample ID: CAGE_6_C07, Run: 1772-123-074, Well: C07, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_C07	CAGE_6_C07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066411	DRX070402	657	255	176	DRR076558	DRS035172	DRS035172	Sample ID: CAGE_6_C08, Run: 1772-123-074, Well: C08, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_C08	CAGE_6_C08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066412	DRX070403	657	200	138	DRR076559	DRS035173	DRS035173	Sample ID: CAGE_6_C09, Run: 1772-123-074, Well: C09, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_C09	CAGE_6_C09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066413	DRX070404	657	269	185	DRR076560	DRS035174	DRS035174	Sample ID: CAGE_6_C10, Run: 1772-123-074, Well: C10, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_C10	CAGE_6_C10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066414	DRX070405	657	340	234	DRR076561	DRS035175	DRS035175	Sample ID: CAGE_6_C11, Run: 1772-123-074, Well: C11, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_C11	CAGE_6_C11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066415	DRX070406	657	286	198	DRR076562	DRS035176	DRS035176	Sample ID: CAGE_6_C12, Run: 1772-123-074, Well: C12, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_C12	CAGE_6_C12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066416	DRX070407	657	199	138	DRR076563	DRS035177	DRS035177	Sample ID: CAGE_6_D01, Run: 1772-123-074, Well: D01, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_D01	CAGE_6_D01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066417	DRX070408	657	240	166	DRR076564	DRS035178	DRS035178	Sample ID: CAGE_6_D02, Run: 1772-123-074, Well: D02, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_D02	CAGE_6_D02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066418	DRX070409	657	154	106	DRR076565	DRS035179	DRS035179	Sample ID: CAGE_6_D03, Run: 1772-123-074, Well: D03, Cell curation: Red, Timepoint: t00, QC pass: TRUE, Lane7	CAGE_6_D03	CAGE_6_D03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066419	DRX070410	657	326	224	DRR076566	DRS035180	DRS035180	Sample ID: CAGE_6_D04, Run: 1772-123-074, Well: D04, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_D04	CAGE_6_D04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066420	DRX070411	657	341	234	DRR076567	DRS035181	DRS035181	Sample ID: CAGE_6_D05, Run: 1772-123-074, Well: D05, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_D05	CAGE_6_D05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066421	DRX070412	657	252	173	DRR076568	DRS035182	DRS035182	Sample ID: CAGE_6_D06, Run: 1772-123-074, Well: D06, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_D06	CAGE_6_D06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066422	DRX070413	657	250	172	DRR076569	DRS035183	DRS035183	Sample ID: CAGE_6_D07, Run: 1772-123-074, Well: D07, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_D07	CAGE_6_D07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066423	DRX070414	657	222	153	DRR076570	DRS035184	DRS035184	Sample ID: CAGE_6_D08, Run: 1772-123-074, Well: D08, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_D08	CAGE_6_D08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066424	DRX070415	657	288	199	DRR076571	DRS035185	DRS035185	Sample ID: CAGE_6_D09, Run: 1772-123-074, Well: D09, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_D09	CAGE_6_D09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066425	DRX070416	657	257	175	DRR076572	DRS035186	DRS035186	Sample ID: CAGE_6_D10, Run: 1772-123-074, Well: D10, Cell curation: Debris, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_D10	CAGE_6_D10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066426	DRX070417	657	292	201	DRR076573	DRS035187	DRS035187	Sample ID: CAGE_6_D11, Run: 1772-123-074, Well: D11, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_D11	CAGE_6_D11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066427	DRX070418	657	309	213	DRR076574	DRS035188	DRS035188	Sample ID: CAGE_6_D12, Run: 1772-123-074, Well: D12, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_D12	CAGE_6_D12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066428	DRX070419	657	174	120	DRR076575	DRS035189	DRS035189	Sample ID: CAGE_6_E01, Run: 1772-123-074, Well: E01, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_E01	CAGE_6_E01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066429	DRX070420	657	218	150	DRR076576	DRS035190	DRS035190	Sample ID: CAGE_6_E02, Run: 1772-123-074, Well: E02, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_E02	CAGE_6_E02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066430	DRX070421	657	147	100	DRR076577	DRS035191	DRS035191	Sample ID: CAGE_6_E03, Run: 1772-123-074, Well: E03, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_E03	CAGE_6_E03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066431	DRX070422	657	228	162	DRR076578	DRS035192	DRS035192	Sample ID: CAGE_6_E04, Run: 1772-123-074, Well: E04, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_E04	CAGE_6_E04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066432	DRX070423	657	298	205	DRR076579	DRS035193	DRS035193	Sample ID: CAGE_6_E05, Run: 1772-123-074, Well: E05, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_E05	CAGE_6_E05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066433	DRX070424	657	275	189	DRR076580	DRS035194	DRS035194	Sample ID: CAGE_6_E06, Run: 1772-123-074, Well: E06, Cell curation: Red, Timepoint: t00, QC pass: TRUE, Lane7	CAGE_6_E06	CAGE_6_E06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066434	DRX070425	657	219	150	DRR076581	DRS035195	DRS035195	Sample ID: CAGE_6_E07, Run: 1772-123-074, Well: E07, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_E07	CAGE_6_E07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066435	DRX070426	657	270	186	DRR076582	DRS035196	DRS035196	Sample ID: CAGE_6_E08, Run: 1772-123-074, Well: E08, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_E08	CAGE_6_E08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066436	DRX070427	657	252	173	DRR076583	DRS035197	DRS035197	Sample ID: CAGE_6_E09, Run: 1772-123-074, Well: E09, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_E09	CAGE_6_E09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
